v-sweep,v(Vout)
1.48000000e+00,7.78745399e-05
1.49000000e+00,6.68461221e-05
1.50000000e+00,5.74377779e-05
1.51000000e+00,4.94016381e-05
1.52000000e+00,4.25288276e-05
1.53000000e+00,3.66433827e-05
1.54000000e+00,3.15970369e-05
1.55000000e+00,2.72647851e-05
1.56000000e+00,2.35411352e-05
1.57000000e+00,2.03369540e-05
1.58000000e+00,1.75768242e-05
1.59000000e+00,1.51968345e-05
1.60000000e+00,1.31427349e-05
1.61000000e+00,1.13683991e-05
1.62000000e+00,9.83454098e-06
1.63000000e+00,8.50764489e-06
1.64000000e+00,7.35907165e-06
1.65000000e+00,6.36431118e-06
1.66000000e+00,5.50235644e-06
1.67000000e+00,4.75517802e-06
1.68000000e+00,4.10728226e-06
1.69000000e+00,3.54533893e-06
1.70000000e+00,3.05786659e-06
1.71000000e+00,2.63496635e-06
1.72000000e+00,2.26809582e-06
1.73000000e+00,1.94987694e-06
1.74000000e+00,1.67393211e-06
1.75000000e+00,1.43474421e-06
1.76000000e+00,1.22753670e-06
1.77000000e+00,1.04817076e-06
1.78000000e+00,8.93056905e-07
1.79000000e+00,7.59078778e-07
1.80000000e+00,6.43527539e-07
