v-sweep,v(Vout)
1.48000000e+00,6.66949284e-05
1.49000000e+00,5.72874426e-05
1.50000000e+00,4.92547703e-05
1.51000000e+00,4.23871725e-05
1.52000000e+00,3.65080678e-05
1.53000000e+00,3.14687475e-05
1.54000000e+00,2.71438894e-05
1.55000000e+00,2.34277735e-05
1.56000000e+00,2.02311027e-05
1.57000000e+00,1.74783425e-05
1.58000000e+00,1.51054983e-05
1.59000000e+00,1.30582628e-05
1.60000000e+00,1.12904707e-05
1.61000000e+00,9.76281173e-06
1.62000000e+00,8.44175724e-06
1.63000000e+00,7.29866348e-06
1.64000000e+00,6.30902243e-06
1.65000000e+00,5.45183412e-06
1.66000000e+00,4.70908004e-06
1.67000000e+00,4.06528026e-06
1.68000000e+00,3.50712022e-06
1.69000000e+00,3.02313554e-06
1.70000000e+00,2.60344511e-06
1.71000000e+00,2.23952471e-06
1.72000000e+00,1.92401434e-06
1.73000000e+00,1.65055414e-06
1.74000000e+00,1.41364410e-06
1.75000000e+00,1.20852401e-06
1.76000000e+00,1.03107041e-06
1.77000000e+00,8.77708077e-07
1.78000000e+00,7.45333766e-07
1.79000000e+00,6.31250537e-07
1.80000000e+00,5.33111096e-07
