v-sweep,v(Vout)
1.48000000e+00,3.46201971e-05
1.49000000e+00,2.98135612e-05
1.50000000e+00,2.56900980e-05
1.51000000e+00,2.21486857e-05
1.52000000e+00,1.91039193e-05
1.53000000e+00,1.64835493e-05
1.54000000e+00,1.42263525e-05
1.55000000e+00,1.22803598e-05
1.56000000e+00,1.06013822e-05
1.57000000e+00,9.15178369e-06
1.58000000e+00,7.89945806e-06
1.59000000e+00,6.81697444e-06
1.60000000e+00,5.88086284e-06
1.61000000e+00,5.07101513e-06
1.62000000e+00,4.37018198e-06
1.63000000e+00,3.76354928e-06
1.64000000e+00,3.23838082e-06
1.65000000e+00,2.78371611e-06
1.66000000e+00,2.39011421e-06
1.67000000e+00,2.04943611e-06
1.68000000e+00,1.75465952e-06
1.69000000e+00,1.49972071e-06
1.70000000e+00,1.27937937e-06
1.71000000e+00,1.08910275e-06
1.72000000e+00,9.24966223e-07
1.73000000e+00,7.83567863e-07
1.74000000e+00,6.61954872e-07
1.75000000e+00,5.57560329e-07
1.76000000e+00,4.68148776e-07
1.77000000e+00,3.91769562e-07
1.78000000e+00,3.26716869e-07
1.79000000e+00,2.71495771e-07
1.80000000e+00,2.24793527e-07
