v-sweep,v(Vout)
1.48000000e+00,4.82004127e-05
1.49000000e+00,4.14744930e-05
1.50000000e+00,3.57161747e-05
1.51000000e+00,3.07800729e-05
1.52000000e+00,2.65436472e-05
1.53000000e+00,2.29034996e-05
1.54000000e+00,1.97722686e-05
1.55000000e+00,1.70760328e-05
1.56000000e+00,1.47521426e-05
1.57000000e+00,1.27474134e-05
1.58000000e+00,1.10166192e-05
1.59000000e+00,9.52123759e-06
1.60000000e+00,8.22840241e-06
1.61000000e+00,7.11002919e-06
1.62000000e+00,6.14208362e-06
1.63000000e+00,5.30396846e-06
1.64000000e+00,4.57800891e-06
1.65000000e+00,3.94901944e-06
1.66000000e+00,3.40393858e-06
1.67000000e+00,2.93152025e-06
1.68000000e+00,2.52207220e-06
1.69000000e+00,2.16723403e-06
1.70000000e+00,1.85978821e-06
1.71000000e+00,1.59349888e-06
1.72000000e+00,1.36297416e-06
1.73000000e+00,1.16354810e-06
1.74000000e+00,9.91179375e-07
1.75000000e+00,8.42364235e-07
1.76000000e+00,7.14061496e-07
1.77000000e+00,6.03627926e-07
1.78000000e+00,5.08762564e-07
1.79000000e+00,4.27458782e-07
1.80000000e+00,3.57963106e-07
