v-sweep,v(Vout)
1.48000000e+00,3.82928383e-05
1.49000000e+00,3.29421155e-05
1.50000000e+00,2.83581747e-05
1.51000000e+00,2.44265166e-05
1.52000000e+00,2.10505751e-05
1.53000000e+00,1.81487846e-05
1.54000000e+00,1.56521376e-05
1.55000000e+00,1.35021528e-05
1.56000000e+00,1.16491854e-05
1.57000000e+00,1.00510210e-05
1.58000000e+00,8.67170468e-06
1.59000000e+00,7.48056442e-06
1.60000000e+00,6.45139608e-06
1.61000000e+00,5.56178093e-06
1.62000000e+00,4.79251365e-06
1.63000000e+00,4.12712175e-06
1.64000000e+00,3.55146086e-06
1.65000000e+00,3.05337310e-06
1.66000000e+00,2.62239820e-06
1.67000000e+00,2.24952847e-06
1.68000000e+00,1.92700066e-06
1.69000000e+00,1.64811868e-06
1.70000000e+00,1.40710225e-06
1.71000000e+00,1.19895756e-06
1.72000000e+00,1.01936630e-06
1.73000000e+00,8.64590506e-07
1.74000000e+00,7.31390748e-07
1.75000000e+00,6.16955725e-07
1.76000000e+00,5.18841750e-07
1.77000000e+00,4.34920744e-07
1.78000000e+00,3.63335680e-07
1.79000000e+00,3.02462523e-07
1.80000000e+00,2.50877900e-07
