 frequency       Tmag            Tphase         
 7.94328235e+07 -6.88435568e+01 -2.70630386e+02 
 8.91250938e+07 -7.08604255e+01 -2.77164224e+02 
 1.00000000e+08 -7.27824224e+01 -2.83527031e+02 
 1.12201845e+08 -7.45924579e+01 -2.89679011e+02 
 1.25892541e+08 -7.62758394e+01 -2.95582611e+02 
 1.41253754e+08 -7.78211437e+01 -3.01204359e+02 
 1.58489319e+08 -7.92208698e+01 -3.06516601e+02 
 1.77827941e+08 -8.04717928e+01 -3.11498822e+02 
 1.99526231e+08 -8.15749709e+01 -3.16138367e+02 
 2.23872114e+08 -8.25354057e+01 -3.20430453e+02 
 2.51188643e+08 -8.33614079e+01 -3.24377568e+02 
 2.81838293e+08 -8.40637650e+01 -3.27988416e+02 
 3.16227766e+08 -8.46548312e+01 -3.31276618e+02 
 3.54813389e+08 -8.51476563e+01 -3.34259366e+02 
 3.98107171e+08 -8.55552408e+01 -3.36956167e+02 
 4.46683592e+08 -8.58899673e+01 -3.39387770e+02 
 5.01187234e+08 -8.61632180e+01 -3.41575296e+02 
 5.62341325e+08 -8.63851617e+01 -3.43539585e+02 
 6.30957344e+08 -8.65646766e+01 -3.45300736e+02 
 7.07945784e+08 -8.67093710e+01 -3.46877789e+02 
 7.94328235e+08 -8.68256679e+01 -3.48288552e+02 
 8.91250938e+08 -8.69189244e+01 -3.49549500e+02 
 1.00000000e+09 -8.69935648e+01 -3.50675758e+02 
 1.12201845e+09 -8.70532147e+01 -3.51681123e+02 
 1.25892541e+09 -8.71008265e+01 -3.52578116e+02 
 1.41253754e+09 -8.71387923e+01 -3.53378054e+02 
 1.58489319e+09 -8.71690427e+01 -3.54091139e+02 
 1.77827941e+09 -8.71931301e+01 -3.54726537e+02 
 1.99526231e+09 -8.72123005e+01 -3.55292470e+02 
 2.23872114e+09 -8.72275512e+01 -3.55796299e+02 
 2.51188643e+09 -8.72396795e+01 -3.56244604e+02 
 2.81838293e+09 -8.72493220e+01 -3.56643259e+02 
 3.16227766e+09 -8.72569861e+01 -3.56997501e+02 
 3.54813389e+09 -8.72630761e+01 -3.57311992e+02 
 3.98107171e+09 -8.72679141e+01 -3.57590880e+02 
 4.46683592e+09 -8.72717562e+01 -3.57837847e+02 
 5.01187234e+09 -8.72748060e+01 -3.58056155e+02 
 5.62341325e+09 -8.72772254e+01 -3.58248693e+02 
 6.30957344e+09 -8.72791428e+01 -3.58418008e+02 
 7.07945784e+09 -8.72806600e+01 -3.58566343e+02 
 7.94328235e+09 -8.72818578e+01 -3.58695663e+02 
 8.91250938e+09 -8.72827998e+01 -3.58807681e+02 
 1.00000000e+10 -8.72835361e+01 -3.58903883e+02 
 1.12201845e+10 -8.72841059e+01 -3.58985544e+02 
 1.25892541e+10 -8.72845395e+01 -3.59053747e+02 
 1.41253754e+10 -8.72848600e+01 -3.59109398e+02 
 1.58489319e+10 -8.72850844e+01 -3.59153235e+02 
 1.77827941e+10 -8.72852248e+01 -3.59185840e+02 
 1.99526231e+10 -8.72852885e+01 -3.59207649e+02 
 2.23872114e+10 -8.72852790e+01 -3.59218952e+02 
 2.51188643e+10 -8.72851958e+01 -3.59219904e+02 
 2.81838293e+10 -8.72850344e+01 -3.59210521e+02 
 3.16227766e+10 -8.72847865e+01 -3.59190685e+02 
 3.54813389e+10 -8.72844387e+01 -3.59160143e+02 
 3.98107171e+10 -8.72839727e+01 -3.59118504e+02 
 4.46683592e+10 -8.72833639e+01 -3.59065234e+02 
 5.01187234e+10 -8.72825802e+01 -3.58999654e+02 
 5.62341325e+10 -8.72815802e+01 -3.58920931e+02 
 6.30957344e+10 -8.72803114e+01 -3.58828074e+02 
 7.07945784e+10 -8.72787073e+01 -3.58719929e+02 
 7.94328235e+10 -8.72766845e+01 -3.58595166e+02 
 8.91250938e+10 -8.72741379e+01 -3.58452282e+02 
 1.00000000e+11 -8.72709364e+01 -3.58289591e+02 
 1.12201845e+11 -8.72669168e+01 -3.58105235e+02 
 1.25892541e+11 -8.72618759e+01 -3.57897183e+02 
 1.41253754e+11 -8.72555630e+01 -3.57663260e+02 
 1.58489319e+11 -8.72476695e+01 -3.57401178e+02 
 1.77827941e+11 -8.72378184e+01 -3.57108596e+02 
 1.99526231e+11 -8.72255529e+01 -3.56783209e+02 
 2.23872114e+11 -8.72103253e+01 -3.56422875e+02 
 2.51188643e+11 -8.71914886e+01 -3.56025802e+02 
 2.81838293e+11 -8.71682931e+01 -3.55590792e+02 
 3.16227766e+11 -8.71398919e+01 -3.55117564e+02 
 3.54813389e+11 -8.71053640e+01 -3.54607169e+02 
