 v-sweep         dc1.v(Vout)     v-sweep         dc2.v(Vout)     v-sweep         dc3.v(Vout)    
 2.37000000e-01  2.17183694e-01  2.37000000e-01  3.12958066e-04  2.37000000e-01  9.75064679e-07 
 2.38000000e-01  2.60106616e-01  2.38000000e-01  3.20085789e-04  2.38000000e-01  9.82515153e-07 
 2.39000000e-01  3.07111478e-01  2.39000000e-01  3.27357518e-04  2.39000000e-01  9.89593946e-07 
 2.40000000e-01  3.57400645e-01  2.40000000e-01  3.34774836e-04  2.40000000e-01  9.98819642e-07 
 2.41000000e-01  4.10320053e-01  2.41000000e-01  3.42338809e-04  2.41000000e-01  1.00756826e-06 
 2.42000000e-01  4.65343943e-01  2.42000000e-01  3.50055078e-04  2.42000000e-01  1.01711643e-06 
 2.43000000e-01  5.22042540e-01  2.43000000e-01  3.57925608e-04  2.43000000e-01  1.02484494e-06 
 2.44000000e-01  5.80070470e-01  2.44000000e-01  3.65950934e-04  2.44000000e-01  1.03455586e-06 
 2.45000000e-01  6.39142640e-01  2.45000000e-01  3.74134925e-04  2.45000000e-01  1.04453798e-06 
 2.46000000e-01  6.99013064e-01  2.46000000e-01  3.82481072e-04  2.46000000e-01  1.05479773e-06 
 2.47000000e-01  7.59473747e-01  2.47000000e-01  3.90990711e-04  2.47000000e-01  1.06475733e-06 
 2.48000000e-01  8.20338038e-01  2.48000000e-01  3.99666678e-04  2.48000000e-01  1.07665978e-06 
 2.49000000e-01  8.81443547e-01  2.49000000e-01  4.08514567e-04  2.49000000e-01  1.08738833e-06 
 2.50000000e-01  9.42632827e-01  2.50000000e-01  4.17533446e-04  2.50000000e-01  1.09965638e-06 
 2.51000000e-01  1.00375742e+00  2.51000000e-01  4.26728681e-04  2.51000000e-01  1.11134795e-06 
 2.52000000e-01  1.06467576e+00  2.52000000e-01  4.36100693e-04  2.52000000e-01  1.12318106e-06 
 2.53000000e-01  1.12523578e+00  2.53000000e-01  4.45655107e-04  2.53000000e-01  1.13530285e-06 
 2.54000000e-01  1.18528562e+00  2.54000000e-01  4.55394219e-04  2.54000000e-01  1.14977830e-06 
 2.55000000e-01  1.24465869e+00  2.55000000e-01  4.65321822e-04  2.55000000e-01  1.16250437e-06 
 2.56000000e-01  1.30316866e+00  2.56000000e-01  4.75439098e-04  2.56000000e-01  1.17689136e-06 
 2.57000000e-01  1.36060437e+00  2.57000000e-01  4.85750208e-04  2.57000000e-01  1.19049837e-06 
 2.58000000e-01  1.41668950e+00  2.58000000e-01  4.96258782e-04  2.58000000e-01  1.20549023e-06 
 2.59000000e-01  1.47108275e+00  2.59000000e-01  5.06968169e-04  2.59000000e-01  1.22080383e-06 
 2.60000000e-01  1.52328076e+00  2.60000000e-01  5.17881961e-04  2.60000000e-01  1.23645895e-06 
 2.61000000e-01  1.57246937e+00  2.61000000e-01  5.29001579e-04  2.61000000e-01  1.25353120e-06 
 2.62000000e-01  1.61720151e+00  2.62000000e-01  5.40332849e-04  2.62000000e-01  1.26977755e-06 
 2.63000000e-01  1.65507231e+00  2.63000000e-01  5.51877815e-04  2.63000000e-01  1.28671349e-06 
 2.64000000e-01  1.68362593e+00  2.64000000e-01  5.63641997e-04  2.64000000e-01  1.30613967e-06 
 2.65000000e-01  1.70301122e+00  2.65000000e-01  5.75626939e-04  2.65000000e-01  1.32508707e-06 
 2.66000000e-01  1.71589179e+00  2.66000000e-01  5.87835568e-04  2.66000000e-01  1.34340052e-06 
 2.67000000e-01  1.72482458e+00  2.67000000e-01  6.00274623e-04  2.67000000e-01  1.36320158e-06 
 2.68000000e-01  1.73145978e+00  2.68000000e-01  6.12946648e-04  2.68000000e-01  1.38273278e-06 
 2.69000000e-01  1.73650415e+00  2.69000000e-01  6.25854867e-04  2.69000000e-01  1.40468493e-06 
 2.70000000e-01  1.74062874e+00  2.70000000e-01  6.39003546e-04  2.70000000e-01  1.42648764e-06 
 2.71000000e-01  1.74405619e+00  2.71000000e-01  6.52397171e-04  2.71000000e-01  1.44877847e-06 
 2.72000000e-01  1.74698462e+00  2.72000000e-01  6.66039033e-04  2.72000000e-01  1.47239458e-06 
 2.73000000e-01  1.74953337e+00  2.73000000e-01  6.79934343e-04  2.73000000e-01  1.49649447e-06 
 2.74000000e-01  1.75184206e+00  2.74000000e-01  6.94085886e-04  2.74000000e-01  1.52067815e-06 
 2.75000000e-01  1.75384012e+00  2.75000000e-01  7.08499130e-04  2.75000000e-01  1.54665724e-06 
 2.76000000e-01  1.75565328e+00  2.76000000e-01  7.23178295e-04  2.76000000e-01  1.57376590e-06 
 2.77000000e-01  1.75731112e+00  2.77000000e-01  7.38126965e-04  2.77000000e-01  1.59957370e-06 
 2.78000000e-01  1.75883695e+00  2.78000000e-01  7.53350659e-04  2.78000000e-01  1.62734608e-06 
 2.79000000e-01  1.76024937e+00  2.79000000e-01  7.68854296e-04  2.79000000e-01  1.65538133e-06 
 2.80000000e-01  1.76156340e+00  2.80000000e-01  7.84640156e-04  2.80000000e-01  1.68651676e-06 
 2.81000000e-01  1.76279131e+00  2.81000000e-01  8.00716017e-04  2.81000000e-01  1.71677317e-06 
 2.82000000e-01  1.76394326e+00  2.82000000e-01  8.17084335e-04  2.82000000e-01  1.74758166e-06 
 2.83000000e-01  1.76502772e+00  2.83000000e-01  8.33751115e-04  2.83000000e-01  1.78121019e-06 
 2.84000000e-01  1.76605179e+00  2.84000000e-01  8.50722679e-04  2.84000000e-01  1.81401185e-06 
 2.85000000e-01  1.76702152e+00  2.85000000e-01  8.68001486e-04  2.85000000e-01  1.84916604e-06 
 2.86000000e-01  1.76794207e+00  2.86000000e-01  8.85593365e-04  2.86000000e-01  1.88567336e-06 
 2.87000000e-01  1.76881791e+00  2.87000000e-01  9.03505029e-04  2.87000000e-01  1.92278287e-06 
 2.88000000e-01  1.76965289e+00  2.88000000e-01  9.21741778e-04  2.88000000e-01  1.95969106e-06 
 2.89000000e-01  1.77045039e+00  2.89000000e-01  9.40306898e-04  2.89000000e-01  1.99913260e-06 
 2.90000000e-01  1.77121338e+00  2.90000000e-01  9.59206493e-04  2.90000000e-01  2.03934131e-06 
 2.91000000e-01  1.77194446e+00  2.91000000e-01  9.78448395e-04  2.91000000e-01  2.08185163e-06 
 2.92000000e-01  1.77264596e+00  2.92000000e-01  9.98037628e-04  2.92000000e-01  2.12499771e-06 
 2.93000000e-01  1.77331995e+00  2.93000000e-01  1.01797905e-03  2.93000000e-01  2.16961947e-06 
 2.94000000e-01  1.77396828e+00  2.94000000e-01  1.03827829e-03  2.94000000e-01  2.21542518e-06 
 2.95000000e-01  1.77459261e+00  2.95000000e-01  1.05894183e-03  2.95000000e-01  2.26259230e-06 
 2.96000000e-01  1.77524732e+00  2.96000000e-01  1.07997813e-03  2.96000000e-01  2.31227755e-06 
 2.97000000e-01  1.77582273e+00  2.97000000e-01  1.10139017e-03  2.97000000e-01  2.36166771e-06 
 2.98000000e-01  1.77637890e+00  2.98000000e-01  1.12318522e-03  2.98000000e-01  2.41373213e-06 
 2.99000000e-01  1.77691687e+00  2.99000000e-01  1.14537121e-03  2.99000000e-01  2.46704498e-06 
 3.00000000e-01  1.77743758e+00  3.00000000e-01  1.16795435e-03  3.00000000e-01  2.52203739e-06 
 3.01000000e-01  1.77794191e+00  3.01000000e-01  1.19093950e-03  3.01000000e-01  2.57858814e-06 
 3.02000000e-01  1.77843068e+00  3.02000000e-01  1.21433660e-03  3.02000000e-01  2.63818020e-06 
 3.03000000e-01  1.77890465e+00  3.03000000e-01  1.23815064e-03  3.03000000e-01  2.69816619e-06 
 3.04000000e-01  1.77936449e+00  3.04000000e-01  1.26238995e-03  3.04000000e-01  2.76044878e-06 
 3.05000000e-01  1.77981089e+00  3.05000000e-01  1.28706015e-03  3.05000000e-01  2.82425028e-06 
 3.06000000e-01  1.78024443e+00  3.06000000e-01  1.31217232e-03  3.06000000e-01  2.89067906e-06 
 3.07000000e-01  1.78066568e+00  3.07000000e-01  1.33772779e-03  3.07000000e-01  2.95858359e-06 
 3.08000000e-01  1.78107517e+00  3.08000000e-01  1.36374004e-03  3.08000000e-01  3.02831596e-06 
 3.09000000e-01  1.78145712e+00  3.09000000e-01  1.39021520e-03  3.09000000e-01  3.10177951e-06 
 3.10000000e-01  1.78185968e+00  3.10000000e-01  1.41716056e-03  3.10000000e-01  3.17587944e-06 
 3.11000000e-01  1.78224337e+00  3.11000000e-01  1.44458483e-03  3.11000000e-01  3.25277033e-06 
 3.12000000e-01  1.78260258e+00  3.12000000e-01  1.47249649e-03  3.12000000e-01  3.33252815e-06 
 3.13000000e-01  1.78295825e+00  3.13000000e-01  1.50090448e-03  3.13000000e-01  3.41432165e-06 
 3.14000000e-01  1.78332067e+00  3.14000000e-01  1.52981559e-03  3.14000000e-01  3.49836157e-06 
 3.15000000e-01  1.78363979e+00  3.15000000e-01  1.55924128e-03  3.15000000e-01  3.58577613e-06 
 3.16000000e-01  1.78397127e+00  3.16000000e-01  1.58919006e-03  3.16000000e-01  3.67376814e-06 
 3.17000000e-01  1.78429460e+00  3.17000000e-01  1.61966908e-03  3.17000000e-01  3.76587771e-06 
 3.18000000e-01  1.78460996e+00  3.18000000e-01  1.65068911e-03  3.18000000e-01  3.86153273e-06 
 3.19000000e-01  1.78491789e+00  3.19000000e-01  1.68226087e-03  3.19000000e-01  3.95942376e-06 
 3.20000000e-01  1.78521783e+00  3.20000000e-01  1.71439309e-03  3.20000000e-01  4.06079367e-06 
 3.21000000e-01  1.78552269e+00  3.21000000e-01  1.74709471e-03  3.21000000e-01  4.16416751e-06 
 3.22000000e-01  1.78579879e+00  3.22000000e-01  1.78037808e-03  3.22000000e-01  4.27018983e-06 
 3.23000000e-01  1.78607654e+00  3.23000000e-01  1.81424957e-03  3.23000000e-01  4.38100338e-06 
 3.24000000e-01  1.78634923e+00  3.24000000e-01  1.84872480e-03  3.24000000e-01  4.49462888e-06 
 3.25000000e-01  1.78661578e+00  3.25000000e-01  1.88381114e-03  3.25000000e-01  4.61070598e-06 
 3.26000000e-01  1.78687625e+00  3.26000000e-01  1.91952246e-03  3.26000000e-01  4.73058771e-06 
 3.27000000e-01  1.78713081e+00  3.27000000e-01  1.95586691e-03  3.27000000e-01  4.85568969e-06 
 3.28000000e-01  1.78737964e+00  3.28000000e-01  1.99285893e-03  3.28000000e-01  4.98295577e-06 
 3.29000000e-01  1.78762291e+00  3.29000000e-01  2.03050768e-03  3.29000000e-01  5.11343636e-06 
 3.30000000e-01  1.78786080e+00  3.30000000e-01  2.06882593e-03  3.30000000e-01  5.24994641e-06 
 3.31000000e-01  1.78809346e+00  3.31000000e-01  2.10782753e-03  3.31000000e-01  5.38875821e-06 
 3.32000000e-01  1.78832104e+00  3.32000000e-01  2.14752283e-03  3.32000000e-01  5.53187640e-06 
 3.33000000e-01  1.78854368e+00  3.33000000e-01  2.18792581e-03  3.33000000e-01  5.67989092e-06 
 3.34000000e-01  1.78876152e+00  3.34000000e-01  2.22904916e-03  3.34000000e-01  5.83315728e-06 
 3.35000000e-01  1.78897470e+00  3.35000000e-01  2.27090608e-03  3.35000000e-01  5.98974800e-06 
 3.36000000e-01  1.78918335e+00  3.36000000e-01  2.31350990e-03  3.36000000e-01  6.15273846e-06 
 3.37000000e-01  1.78938759e+00  3.37000000e-01  2.35687523e-03  3.37000000e-01  6.31778254e-06 
 3.38000000e-01  1.78958754e+00  3.38000000e-01  2.40101506e-03  3.38000000e-01  6.48973462e-06 
 3.39000000e-01  1.78978331e+00  3.39000000e-01  2.44594655e-03  3.39000000e-01  6.66582495e-06 
 3.40000000e-01  1.78997501e+00  3.40000000e-01  2.49168030e-03  3.40000000e-01  6.84718874e-06 
 3.41000000e-01  1.79016275e+00  3.41000000e-01  2.53823526e-03  3.41000000e-01  7.03379165e-06 
 3.42000000e-01  1.79034664e+00  3.42000000e-01  2.58562483e-03  3.42000000e-01  7.22659194e-06 
 3.43000000e-01  1.79052677e+00  3.43000000e-01  2.63386571e-03  3.43000000e-01  7.42382893e-06 
 3.44000000e-01  1.79070323e+00  3.44000000e-01  2.68297331e-03  3.44000000e-01  7.62687366e-06 
 3.45000000e-01  1.79087613e+00  3.45000000e-01  2.73296476e-03  3.45000000e-01  7.83600911e-06 
 3.46000000e-01  1.79104554e+00  3.46000000e-01  2.78385665e-03  3.46000000e-01  8.05223631e-06 
 3.47000000e-01  1.79121156e+00  3.47000000e-01  2.83566641e-03  3.47000000e-01  8.27472874e-06 
 3.48000000e-01  1.79137424e+00  3.48000000e-01  2.88841165e-03  3.48000000e-01  8.50321832e-06 
 3.49000000e-01  1.79153372e+00  3.49000000e-01  2.94211138e-03  3.49000000e-01  8.73843365e-06 
 3.50000000e-01  1.79169005e+00  3.50000000e-01  2.99678190e-03  3.50000000e-01  8.97988430e-06 
 3.51000000e-01  1.79184328e+00  3.51000000e-01  3.05244407e-03  3.51000000e-01  9.22888673e-06 
 3.52000000e-01  1.79200563e+00  3.52000000e-01  3.10911781e-03  3.52000000e-01  9.48597981e-06 
 3.53000000e-01  1.79214133e+00  3.53000000e-01  3.16681923e-03  3.53000000e-01  9.74992023e-06 
 3.54000000e-01  1.79228573e+00  3.54000000e-01  3.22557228e-03  3.54000000e-01  1.00197143e-05 
 3.55000000e-01  1.79242739e+00  3.55000000e-01  3.28539650e-03  3.55000000e-01  1.02995401e-05 
 3.56000000e-01  1.79259949e+00  3.56000000e-01  3.34631327e-03  3.56000000e-01  1.05868501e-05 
 3.57000000e-01  1.79271028e+00  3.57000000e-01  3.40834393e-03  3.57000000e-01  1.08810796e-05 
 3.58000000e-01  1.79283561e+00  3.58000000e-01  3.47151092e-03  3.58000000e-01  1.11856001e-05 
 3.59000000e-01  1.79297207e+00  3.59000000e-01  3.53583822e-03  3.59000000e-01  1.14978766e-05 
 3.60000000e-01  1.79309572e+00  3.60000000e-01  3.60134610e-03  3.60000000e-01  1.18192448e-05 
 3.61000000e-01  1.79322132e+00  3.61000000e-01  3.66806226e-03  3.61000000e-01  1.21505139e-05 
 3.62000000e-01  1.79334579e+00  3.62000000e-01  3.73600758e-03  3.62000000e-01  1.24899613e-05 
 3.63000000e-01  1.79349476e+00  3.63000000e-01  3.80520993e-03  3.63000000e-01  1.28400993e-05 
 3.64000000e-01  1.79358554e+00  3.64000000e-01  3.87569485e-03  3.64000000e-01  1.31995811e-05 
 3.65000000e-01  1.79370241e+00  3.65000000e-01  3.94748780e-03  3.65000000e-01  1.35692096e-05 
 3.66000000e-01  1.79381717e+00  3.66000000e-01  4.02061600e-03  3.66000000e-01  1.39485227e-05 
 3.67000000e-01  1.79393613e+00  3.67000000e-01  4.09510719e-03  3.67000000e-01  1.43406206e-05 
 3.68000000e-01  1.79404651e+00  3.68000000e-01  4.17099083e-03  3.68000000e-01  1.47419195e-05 
 3.69000000e-01  1.79414846e+00  3.69000000e-01  4.24829469e-03  3.69000000e-01  1.51556979e-05 
 3.70000000e-01  1.79425484e+00  3.70000000e-01  4.32705004e-03  3.70000000e-01  1.55799917e-05 
 3.71000000e-01  1.79435926e+00  3.71000000e-01  4.40728621e-03  3.71000000e-01  1.60169150e-05 
 3.72000000e-01  1.79446175e+00  3.72000000e-01  4.48903490e-03  3.72000000e-01  1.64664151e-05 
 3.73000000e-01  1.79456236e+00  3.73000000e-01  4.57232981e-03  3.73000000e-01  1.69264113e-05 
 3.74000000e-01  1.79466116e+00  3.74000000e-01  4.65720415e-03  3.74000000e-01  1.74014536e-05 
 3.75000000e-01  1.79475812e+00  3.75000000e-01  4.74369032e-03  3.75000000e-01  1.78885038e-05 
 3.76000000e-01  1.79485331e+00  3.76000000e-01  4.83182597e-03  3.76000000e-01  1.83905026e-05 
 3.77000000e-01  1.79494677e+00  3.77000000e-01  4.92164328e-03  3.77000000e-01  1.89052720e-05 
 3.78000000e-01  1.79503845e+00  3.78000000e-01  5.01318312e-03  3.78000000e-01  1.94346457e-05 
 3.79000000e-01  1.79513085e+00  3.79000000e-01  5.10648207e-03  3.79000000e-01  1.99772566e-05 
 3.80000000e-01  1.79523556e+00  3.80000000e-01  5.20158024e-03  3.80000000e-01  2.05375993e-05 
 3.81000000e-01  1.79531967e+00  3.81000000e-01  5.29851597e-03  3.81000000e-01  2.11110563e-05 
 3.82000000e-01  1.79538911e+00  3.82000000e-01  5.39733185e-03  3.82000000e-01  2.17005409e-05 
 3.83000000e-01  1.79547285e+00  3.83000000e-01  5.49806934e-03  3.83000000e-01  2.23063534e-05 
 3.84000000e-01  1.79555509e+00  3.84000000e-01  5.60077440e-03  3.84000000e-01  2.29295978e-05 
 3.85000000e-01  1.79563585e+00  3.85000000e-01  5.70549113e-03  3.85000000e-01  2.35687279e-05 
 3.86000000e-01  1.79571516e+00  3.86000000e-01  5.81226664e-03  3.86000000e-01  2.42258280e-05 
 3.87000000e-01  1.79579306e+00  3.87000000e-01  5.92114710e-03  3.87000000e-01  2.49000597e-05 
 3.88000000e-01  1.79586957e+00  3.88000000e-01  6.03218209e-03  3.88000000e-01  2.55938087e-05 
 3.89000000e-01  1.79594469e+00  3.89000000e-01  6.14542471e-03  3.89000000e-01  2.63051979e-05 
 3.90000000e-01  1.79601853e+00  3.90000000e-01  6.26092452e-03  3.90000000e-01  2.70369223e-05 
 3.91000000e-01  1.79609454e+00  3.91000000e-01  6.37873699e-03  3.91000000e-01  2.77873599e-05 
 3.92000000e-01  1.79616634e+00  3.92000000e-01  6.49891736e-03  3.92000000e-01  2.85568971e-05 
 3.93000000e-01  1.79623209e+00  3.93000000e-01  6.62152359e-03  3.93000000e-01  2.93497146e-05 
 3.94000000e-01  1.79630078e+00  3.94000000e-01  6.74661491e-03  3.94000000e-01  3.01609372e-05 
 3.95000000e-01  1.79636825e+00  3.95000000e-01  6.87425052e-03  3.95000000e-01  3.09960089e-05 
 3.96000000e-01  1.79643453e+00  3.96000000e-01  7.00449783e-03  3.96000000e-01  3.18520500e-05 
 3.97000000e-01  1.79649964e+00  3.97000000e-01  7.13741908e-03  3.97000000e-01  3.27305326e-05 
 3.98000000e-01  1.79656359e+00  3.98000000e-01  7.27308127e-03  3.98000000e-01  3.36329494e-05 
 3.99000000e-01  1.79662918e+00  3.99000000e-01  7.41155580e-03  3.99000000e-01  3.45591831e-05 
 4.00000000e-01  1.79668815e+00  4.00000000e-01  7.55291510e-03  4.00000000e-01  3.55097147e-05 
 4.01000000e-01  1.79674878e+00  4.01000000e-01  7.69723312e-03  4.01000000e-01  3.64853516e-05 
 4.02000000e-01  1.79680835e+00  4.02000000e-01  7.84458851e-03  4.02000000e-01  3.74868823e-05 
 4.03000000e-01  1.79686865e+00  4.03000000e-01  7.99505917e-03  4.03000000e-01  3.85141074e-05 
 4.04000000e-01  1.79692438e+00  4.04000000e-01  8.14872984e-03  4.04000000e-01  3.95683155e-05 
 4.05000000e-01  1.79698086e+00  4.05000000e-01  8.30568516e-03  4.05000000e-01  4.06492221e-05 
 4.06000000e-01  1.79703636e+00  4.06000000e-01  8.46601543e-03  4.06000000e-01  4.17589529e-05 
 4.07000000e-01  1.79709089e+00  4.07000000e-01  8.62981344e-03  4.07000000e-01  4.28967943e-05 
 4.08000000e-01  1.79714649e+00  4.08000000e-01  8.79717504e-03  4.08000000e-01  4.40658115e-05 
 4.09000000e-01  1.79719709e+00  4.09000000e-01  8.96819934e-03  4.09000000e-01  4.52632803e-05 
 4.10000000e-01  1.79724881e+00  4.10000000e-01  9.14298998e-03  4.10000000e-01  4.64920095e-05 
 4.11000000e-01  1.79729962e+00  4.11000000e-01  9.32165698e-03  4.11000000e-01  4.77523989e-05 
 4.12000000e-01  1.79734954e+00  4.12000000e-01  9.50430991e-03  4.12000000e-01  4.90439947e-05 
 4.13000000e-01  1.79739859e+00  4.13000000e-01  9.69106748e-03  4.13000000e-01  5.03686625e-05 
 4.14000000e-01  1.79744837e+00  4.14000000e-01  9.88205098e-03  4.14000000e-01  5.17282803e-05 
 4.15000000e-01  1.79749631e+00  4.15000000e-01  1.00773864e-02  4.15000000e-01  5.31212591e-05 
 4.16000000e-01  1.79754277e+00  4.16000000e-01  1.02772048e-02  4.16000000e-01  5.45504728e-05 
 4.17000000e-01  1.79758839e+00  4.17000000e-01  1.04816488e-02  4.17000000e-01  5.60150233e-05 
 4.18000000e-01  1.79763316e+00  4.18000000e-01  1.06908567e-02  4.18000000e-01  5.75167903e-05 
 4.19000000e-01  1.79767706e+00  4.19000000e-01  1.09049822e-02  4.19000000e-01  5.90559741e-05 
 4.20000000e-01  1.79773551e+00  4.20000000e-01  1.11241851e-02  4.20000000e-01  6.06336822e-05 
 4.21000000e-01  1.79776152e+00  4.21000000e-01  1.13486234e-02  4.21000000e-01  6.22510622e-05 
 4.22000000e-01  1.79780330e+00  4.22000000e-01  1.15784763e-02  4.22000000e-01  6.39081584e-05 
 4.23000000e-01  1.79784444e+00  4.23000000e-01  1.18139219e-02  4.23000000e-01  6.56055138e-05 
 4.24000000e-01  1.79788487e+00  4.24000000e-01  1.20551499e-02  4.24000000e-01  6.73470380e-05 
 4.25000000e-01  1.79792459e+00  4.25000000e-01  1.23023623e-02  4.25000000e-01  6.91305558e-05 
 4.26000000e-01  1.79796429e+00  4.26000000e-01  1.25557648e-02  4.26000000e-01  7.09574618e-05 
 4.27000000e-01  1.79800197e+00  4.27000000e-01  1.28155816e-02  4.27000000e-01  7.28294851e-05 
 4.28000000e-01  1.79803966e+00  4.28000000e-01  1.30820419e-02  4.28000000e-01  7.47481452e-05 
 4.29000000e-01  1.79807668e+00  4.29000000e-01  1.33553935e-02  4.29000000e-01  7.67114597e-05 
 4.30000000e-01  1.79811306e+00  4.30000000e-01  1.36358926e-02  4.30000000e-01  7.87254026e-05 
 4.31000000e-01  1.79814881e+00  4.31000000e-01  1.39238132e-02  4.31000000e-01  8.07855395e-05 
 4.32000000e-01  1.79818393e+00  4.32000000e-01  1.42194432e-02  4.32000000e-01  8.28966352e-05 
 4.33000000e-01  1.79821844e+00  4.33000000e-01  1.45230888e-02  4.33000000e-01  8.50597273e-05 
 4.34000000e-01  1.79825235e+00  4.34000000e-01  1.48350769e-02  4.34000000e-01  8.72733357e-05 
 4.35000000e-01  1.79828567e+00  4.35000000e-01  1.51557473e-02  4.35000000e-01  8.95396589e-05 
 4.36000000e-01  1.79831840e+00  4.36000000e-01  1.54854711e-02  4.36000000e-01  9.18618188e-05 
 4.37000000e-01  1.79835057e+00  4.37000000e-01  1.58246324e-02  4.37000000e-01  9.42388775e-05 
 4.38000000e-01  1.79838217e+00  4.38000000e-01  1.61736528e-02  4.38000000e-01  9.66713829e-05 
 4.39000000e-01  1.79841321e+00  4.39000000e-01  1.65329746e-02  4.39000000e-01  9.91625846e-05 
 4.40000000e-01  1.79844372e+00  4.40000000e-01  1.69030700e-02  4.40000000e-01  1.01711864e-04 
 4.41000000e-01  1.79847369e+00  4.41000000e-01  1.72844485e-02  4.41000000e-01  1.04321216e-04 
 4.42000000e-01  1.79850314e+00  4.42000000e-01  1.76776659e-02  4.42000000e-01  1.06992126e-04 
 4.43000000e-01  1.79853207e+00  4.43000000e-01  1.80832994e-02  4.43000000e-01  1.09724409e-04 
 4.44000000e-01  1.79856049e+00  4.44000000e-01  1.85019865e-02  4.44000000e-01  1.12522680e-04 
 4.45000000e-01  1.79858841e+00  4.45000000e-01  1.89344108e-02  4.45000000e-01  1.15384964e-04 
 4.46000000e-01  1.79861584e+00  4.46000000e-01  1.93813162e-02  4.46000000e-01  1.18312177e-04 
 4.47000000e-01  1.79864279e+00  4.47000000e-01  1.98435023e-02  4.47000000e-01  1.21308009e-04 
 4.48000000e-01  1.79866927e+00  4.48000000e-01  2.03218477e-02  4.48000000e-01  1.24373227e-04 
 4.49000000e-01  1.79869528e+00  4.49000000e-01  2.08172999e-02  4.49000000e-01  1.27509586e-04 
 4.50000000e-01  1.79872082e+00  4.50000000e-01  2.13309063e-02  4.50000000e-01  1.30716707e-04 
 4.51000000e-01  1.79874592e+00  4.51000000e-01  2.18638090e-02  4.51000000e-01  1.33997017e-04 
 4.52000000e-01  1.79877058e+00  4.52000000e-01  2.24172636e-02  4.52000000e-01  1.37352336e-04 
 4.53000000e-01  1.79879480e+00  4.53000000e-01  2.29926561e-02  4.53000000e-01  1.40783640e-04 
 4.54000000e-01  1.79881859e+00  4.54000000e-01  2.35915261e-02  4.54000000e-01  1.44291333e-04 
 4.55000000e-01  1.79884196e+00  4.55000000e-01  2.42155751e-02  4.55000000e-01  1.47878792e-04 
 4.56000000e-01  1.79886491e+00  4.56000000e-01  2.48667091e-02  4.56000000e-01  1.51549138e-04 
 4.57000000e-01  1.79888745e+00  4.57000000e-01  2.55470640e-02  4.57000000e-01  1.55298836e-04 
 4.58000000e-01  1.79890960e+00  4.58000000e-01  2.62590368e-02  4.58000000e-01  1.59133350e-04 
 4.59000000e-01  1.79893134e+00  4.59000000e-01  2.70053396e-02  4.59000000e-01  1.63052609e-04 
 4.60000000e-01  1.79895270e+00  4.60000000e-01  2.77890705e-02  4.60000000e-01  1.67060020e-04 
 4.61000000e-01  1.79897484e+00  4.61000000e-01  2.86137363e-02  4.61000000e-01  1.71154806e-04 
 4.62000000e-01  1.79899428e+00  4.62000000e-01  2.94834234e-02  4.62000000e-01  1.75340332e-04 
 4.63000000e-01  1.79901452e+00  4.63000000e-01  3.04027975e-02  4.63000000e-01  1.79618330e-04 
 4.64000000e-01  1.79903439e+00  4.64000000e-01  3.13773287e-02  4.64000000e-01  1.83990049e-04 
 4.65000000e-01  1.79905390e+00  4.65000000e-01  3.24134613e-02  4.65000000e-01  1.88456760e-04 
 4.66000000e-01  1.79907306e+00  4.66000000e-01  3.35187887e-02  4.66000000e-01  1.93020475e-04 
 4.67000000e-01  1.79909285e+00  4.67000000e-01  3.47024146e-02  4.67000000e-01  1.97684114e-04 
 4.68000000e-01  1.79911173e+00  4.68000000e-01  3.59753107e-02  4.68000000e-01  2.02448373e-04 
 4.69000000e-01  1.79912984e+00  4.69000000e-01  3.73508999e-02  4.69000000e-01  2.07315339e-04 
 4.70000000e-01  1.79914760e+00  4.70000000e-01  3.88457342e-02  4.70000000e-01  2.12287641e-04 
 4.71000000e-01  1.79916500e+00  4.71000000e-01  4.04805893e-02  4.71000000e-01  2.17365698e-04 
 4.72000000e-01  1.79918203e+00  4.72000000e-01  4.22818648e-02  4.72000000e-01  2.22552021e-04 
 4.73000000e-01  1.79919784e+00  4.73000000e-01  4.42837316e-02  4.73000000e-01  2.27848581e-04 
 4.74000000e-01  1.79921438e+00  4.74000000e-01  4.65312193e-02  4.74000000e-01  2.33258888e-04 
 4.75000000e-01  1.79923062e+00  4.75000000e-01  4.90849389e-02  4.75000000e-01  2.38782897e-04 
 4.76000000e-01  1.79924657e+00  4.76000000e-01  5.20284274e-02  4.76000000e-01  2.44424217e-04 
 4.77000000e-01  1.79926223e+00  4.77000000e-01  5.54796627e-02  4.77000000e-01  2.50183214e-04 
 4.78000000e-01  1.79927759e+00  4.78000000e-01  5.96098488e-02  4.78000000e-01  2.56063348e-04 
 4.79000000e-01  1.79929268e+00  4.79000000e-01  6.46739646e-02  4.79000000e-01  2.62066886e-04 
 4.80000000e-01  1.79930748e+00  4.80000000e-01  7.10598062e-02  4.80000000e-01  2.68195805e-04 
 4.81000000e-01  1.79932201e+00  4.81000000e-01  7.93610184e-02  4.81000000e-01  2.74452853e-04 
 4.82000000e-01  1.79933627e+00  4.82000000e-01  9.04614618e-02  4.82000000e-01  2.80836917e-04 
 4.83000000e-01  1.79935027e+00  4.83000000e-01  1.05555048e-01  4.83000000e-01  2.87354977e-04 
 4.84000000e-01  1.79936400e+00  4.84000000e-01  1.25934121e-01  4.84000000e-01  2.94007234e-04 
 4.85000000e-01  1.79937748e+00  4.85000000e-01  1.52485099e-01  4.85000000e-01  3.00795376e-04 
