 v-sweep         dc1.v(Vout)     v-sweep         dc2.v(Vout)     v-sweep         dc3.v(Vout)    
 4.86000000e-01  1.79939070e+00  4.86000000e-01  1.85286290e-01  4.86000000e-01  3.07722945e-04 
 4.87000000e-01  1.79940368e+00  4.87000000e-01  2.23727100e-01  4.87000000e-01  3.14791481e-04 
 4.88000000e-01  1.79941641e+00  4.88000000e-01  2.66915762e-01  4.88000000e-01  3.22004185e-04 
 4.89000000e-01  1.79942890e+00  4.89000000e-01  3.13974936e-01  4.89000000e-01  3.29363394e-04 
 4.90000000e-01  1.79944115e+00  4.90000000e-01  3.64150970e-01  4.90000000e-01  3.36870987e-04 
 4.91000000e-01  1.79945318e+00  4.91000000e-01  4.16827554e-01  4.91000000e-01  3.44531656e-04 
 4.92000000e-01  1.79946497e+00  4.92000000e-01  4.71507547e-01  4.92000000e-01  3.52344563e-04 
 4.93000000e-01  1.79947654e+00  4.93000000e-01  5.27787282e-01  4.93000000e-01  3.60316025e-04 
 4.94000000e-01  1.79948789e+00  4.94000000e-01  5.85337506e-01  4.94000000e-01  3.68446288e-04 
 4.95000000e-01  1.79949902e+00  4.95000000e-01  6.43884010e-01  4.95000000e-01  3.76739179e-04 
 4.96000000e-01  1.79950994e+00  4.96000000e-01  7.03194598e-01  4.96000000e-01  3.85195651e-04 
 4.97000000e-01  1.79952064e+00  4.97000000e-01  7.63068912e-01  4.97000000e-01  3.93821324e-04 
 4.98000000e-01  1.79953114e+00  4.98000000e-01  8.23329622e-01  4.98000000e-01  4.02617194e-04 
 4.99000000e-01  1.79954144e+00  4.99000000e-01  8.83816177e-01  4.99000000e-01  4.11587648e-04 
 5.00000000e-01  1.79955153e+00  5.00000000e-01  9.44379334e-01  5.00000000e-01  4.20733623e-04 
 5.01000000e-01  1.79956143e+00  5.01000000e-01  1.00487581e+00  5.01000000e-01  4.30059624e-04 
 5.02000000e-01  1.79957114e+00  5.02000000e-01  1.06516532e+00  5.02000000e-01  4.39567534e-04 
 5.03000000e-01  1.79958066e+00  5.03000000e-01  1.12510445e+00  5.03000000e-01  4.49261822e-04 
 5.04000000e-01  1.79958999e+00  5.04000000e-01  1.18454479e+00  5.04000000e-01  4.59145536e-04 
 5.05000000e-01  1.79959913e+00  5.05000000e-01  1.24332539e+00  5.05000000e-01  4.69220041e-04 
 5.06000000e-01  1.79960810e+00  5.06000000e-01  1.30126639e+00  5.06000000e-01  4.79490747e-04 
 5.07000000e-01  1.79961688e+00  5.07000000e-01  1.35815877e+00  5.07000000e-01  4.89959371e-04 
 5.08000000e-01  1.79962550e+00  5.08000000e-01  1.41374941e+00  5.08000000e-01  5.00630226e-04 
 5.09000000e-01  1.79963394e+00  5.09000000e-01  1.46770560e+00  5.09000000e-01  5.11506491e-04 
 5.10000000e-01  1.79964221e+00  5.10000000e-01  1.51955367e+00  5.10000000e-01  5.22591394e-04 
 5.11000000e-01  1.79965032e+00  5.11000000e-01  1.56853379e+00  5.11000000e-01  5.33889103e-04 
 5.12000000e-01  1.79965826e+00  5.12000000e-01  1.61331093e+00  5.12000000e-01  5.45402526e-04 
 5.13000000e-01  1.79966604e+00  5.13000000e-01  1.65163160e+00  5.13000000e-01  5.57134205e-04 
 5.14000000e-01  1.79967367e+00  5.14000000e-01  1.68099614e+00  5.14000000e-01  5.69089538e-04 
 5.15000000e-01  1.79968229e+00  5.15000000e-01  1.70118785e+00  5.15000000e-01  5.81271471e-04 
 5.16000000e-01  1.79968959e+00  5.16000000e-01  1.71460290e+00  5.16000000e-01  5.93684030e-04 
 5.17000000e-01  1.79969672e+00  5.17000000e-01  1.72388129e+00  5.17000000e-01  6.06331636e-04 
 5.18000000e-01  1.79970368e+00  5.18000000e-01  1.73067544e+00  5.18000000e-01  6.19217647e-04 
 5.19000000e-01  1.79971045e+00  5.19000000e-01  1.73592403e+00  5.19000000e-01  6.32345248e-04 
 5.20000000e-01  1.79971633e+00  5.20000000e-01  1.74015030e+00  5.20000000e-01  6.45719838e-04 
 5.21000000e-01  1.79972287e+00  5.21000000e-01  1.74363400e+00  5.21000000e-01  6.59344391e-04 
 5.22000000e-01  1.79972933e+00  5.22000000e-01  1.74661289e+00  5.22000000e-01  6.73223069e-04 
 5.23000000e-01  1.79973565e+00  5.23000000e-01  1.74920552e+00  5.23000000e-01  6.87362395e-04 
 5.24000000e-01  1.79974185e+00  5.24000000e-01  1.75150995e+00  5.24000000e-01  7.01763057e-04 
 5.25000000e-01  1.79974791e+00  5.25000000e-01  1.75352583e+00  5.25000000e-01  7.16431767e-04 
 5.26000000e-01  1.79975385e+00  5.26000000e-01  1.75538327e+00  5.26000000e-01  7.31372780e-04 
 5.27000000e-01  1.79976044e+00  5.27000000e-01  1.75705526e+00  5.27000000e-01  7.46590414e-04 
 5.28000000e-01  1.79976629e+00  5.28000000e-01  1.75859812e+00  5.28000000e-01  7.62088325e-04 
 5.29000000e-01  1.79977194e+00  5.29000000e-01  1.76002433e+00  5.29000000e-01  7.77873318e-04 
 5.30000000e-01  1.79977743e+00  5.30000000e-01  1.76134984e+00  5.30000000e-01  7.93948814e-04 
 5.31000000e-01  1.79978278e+00  5.31000000e-01  1.76258733e+00  5.31000000e-01  8.10319724e-04 
 5.32000000e-01  1.79978788e+00  5.32000000e-01  1.76374756e+00  5.32000000e-01  8.26990447e-04 
 5.33000000e-01  1.79979295e+00  5.33000000e-01  1.76483877e+00  5.33000000e-01  8.43966639e-04 
 5.34000000e-01  1.79979703e+00  5.34000000e-01  1.76586969e+00  5.34000000e-01  8.61254132e-04 
 5.35000000e-01  1.79980192e+00  5.35000000e-01  1.76684230e+00  5.35000000e-01  8.78857558e-04 
 5.36000000e-01  1.79980773e+00  5.36000000e-01  1.76776728e+00  5.36000000e-01  8.96780750e-04 
 5.37000000e-01  1.79981244e+00  5.37000000e-01  1.76864708e+00  5.37000000e-01  9.15030823e-04 
 5.38000000e-01  1.79981596e+00  5.38000000e-01  1.76948560e+00  5.38000000e-01  9.33612052e-04 
 5.39000000e-01  1.79982140e+00  5.39000000e-01  1.77028631e+00  5.39000000e-01  9.52531583e-04 
 5.40000000e-01  1.79982567e+00  5.40000000e-01  1.77110011e+00  5.40000000e-01  9.71792867e-04 
 5.41000000e-01  1.79984953e+00  5.41000000e-01  1.77182660e+00  5.41000000e-01  9.91403778e-04 
 5.42000000e-01  1.79983329e+00  5.42000000e-01  1.77252452e+00  5.42000000e-01  1.01136946e-03 
 5.43000000e-01  1.79983738e+00  5.43000000e-01  1.77319571e+00  5.43000000e-01  1.03169501e-03 
 5.44000000e-01  1.79984139e+00  5.44000000e-01  1.77384189e+00  5.44000000e-01  1.05238822e-03 
 5.45000000e-01  1.79984622e+00  5.45000000e-01  1.77446460e+00  5.45000000e-01  1.07345350e-03 
 5.46000000e-01  1.79984913e+00  5.46000000e-01  1.77506525e+00  5.46000000e-01  1.09489743e-03 
 5.47000000e-01  1.79985287e+00  5.47000000e-01  1.77564513e+00  5.47000000e-01  1.11672775e-03 
 5.48000000e-01  1.79985652e+00  5.48000000e-01  1.77620540e+00  5.48000000e-01  1.13894958e-03 
 5.49000000e-01  1.79986113e+00  5.49000000e-01  1.77674714e+00  5.49000000e-01  1.16157036e-03 
 5.50000000e-01  1.79986461e+00  5.50000000e-01  1.77727135e+00  5.50000000e-01  1.18459602e-03 
 5.51000000e-01  1.79986700e+00  5.51000000e-01  1.77777893e+00  5.51000000e-01  1.20803481e-03 
 5.52000000e-01  1.79987034e+00  5.52000000e-01  1.77827073e+00  5.52000000e-01  1.23189364e-03 
 5.53000000e-01  1.79987458e+00  5.53000000e-01  1.77874753e+00  5.53000000e-01  1.25617726e-03 
 5.54000000e-01  1.79987678e+00  5.54000000e-01  1.77921006e+00  5.54000000e-01  1.28089451e-03 
 5.55000000e-01  1.79987989e+00  5.55000000e-01  1.77965897e+00  5.55000000e-01  1.30605440e-03 
 5.56000000e-01  1.79988293e+00  5.56000000e-01  1.78009138e+00  5.56000000e-01  1.33166192e-03 
 5.57000000e-01  1.79988590e+00  5.57000000e-01  1.78051530e+00  5.57000000e-01  1.35772625e-03 
 5.58000000e-01  1.79988880e+00  5.58000000e-01  1.78092729e+00  5.58000000e-01  1.38425495e-03 
 5.59000000e-01  1.79989163e+00  5.59000000e-01  1.78132788e+00  5.59000000e-01  1.41125498e-03 
 5.60000000e-01  1.79989439e+00  5.60000000e-01  1.78171754e+00  5.60000000e-01  1.43873591e-03 
 5.61000000e-01  1.79989709e+00  5.61000000e-01  1.78209673e+00  5.61000000e-01  1.46670541e-03 
 5.62000000e-01  1.79989973e+00  5.62000000e-01  1.78246585e+00  5.62000000e-01  1.49517158e-03 
 5.63000000e-01  1.79990230e+00  5.63000000e-01  1.78282533e+00  5.63000000e-01  1.52414387e-03 
 5.64000000e-01  1.79990482e+00  5.64000000e-01  1.78317552e+00  5.64000000e-01  1.55363093e-03 
 5.65000000e-01  1.79990727e+00  5.65000000e-01  1.78351677e+00  5.65000000e-01  1.58364231e-03 
 5.66000000e-01  1.79990967e+00  5.66000000e-01  1.78384943e+00  5.66000000e-01  1.61418522e-03 
 5.67000000e-01  1.79991200e+00  5.67000000e-01  1.78417381e+00  5.67000000e-01  1.64526937e-03 
 5.68000000e-01  1.79991429e+00  5.68000000e-01  1.78449019e+00  5.68000000e-01  1.67690619e-03 
 5.69000000e-01  1.79991651e+00  5.69000000e-01  1.78479886e+00  5.69000000e-01  1.70910302e-03 
 5.70000000e-01  1.79991868e+00  5.70000000e-01  1.78510010e+00  5.70000000e-01  1.74187100e-03 
 5.71000000e-01  1.79992080e+00  5.71000000e-01  1.78539415e+00  5.71000000e-01  1.77522028e-03 
 5.72000000e-01  1.79992287e+00  5.72000000e-01  1.78568125e+00  5.72000000e-01  1.80916090e-03 
 5.73000000e-01  1.79992489e+00  5.73000000e-01  1.78596163e+00  5.73000000e-01  1.84370266e-03 
 5.74000000e-01  1.79992686e+00  5.74000000e-01  1.78623551e+00  5.74000000e-01  1.87885824e-03 
 5.75000000e-01  1.79992878e+00  5.75000000e-01  1.78650310e+00  5.75000000e-01  1.91463612e-03 
 5.76000000e-01  1.79993066e+00  5.76000000e-01  1.78676460e+00  5.76000000e-01  1.95104829e-03 
 5.77000000e-01  1.79993248e+00  5.77000000e-01  1.78702018e+00  5.77000000e-01  1.98810657e-03 
 5.78000000e-01  1.79993427e+00  5.78000000e-01  1.78727004e+00  5.78000000e-01  2.02582226e-03 
 5.79000000e-01  1.79993600e+00  5.79000000e-01  1.78751435e+00  5.79000000e-01  2.06420649e-03 
 5.80000000e-01  1.79993770e+00  5.80000000e-01  1.78775383e+00  5.80000000e-01  2.10327260e-03 
 5.81000000e-01  1.79993935e+00  5.81000000e-01  1.78798697e+00  5.81000000e-01  2.14303301e-03 
 5.82000000e-01  1.79994096e+00  5.82000000e-01  1.78822881e+00  5.82000000e-01  2.18349834e-03 
 5.83000000e-01  1.79994254e+00  5.83000000e-01  1.78844137e+00  5.83000000e-01  2.22468427e-03 
 5.84000000e-01  1.79994407e+00  5.84000000e-01  1.78865839e+00  5.84000000e-01  2.26660050e-03 
 5.85000000e-01  1.79994556e+00  5.85000000e-01  1.78887239e+00  5.85000000e-01  2.30926458e-03 
 5.86000000e-01  1.79994702e+00  5.86000000e-01  1.78908205e+00  5.86000000e-01  2.35268567e-03 
 5.87000000e-01  1.79994844e+00  5.87000000e-01  1.78928732e+00  5.87000000e-01  2.39688074e-03 
 5.88000000e-01  1.79994982e+00  5.88000000e-01  1.78948831e+00  5.88000000e-01  2.44186365e-03 
 5.89000000e-01  1.79995117e+00  5.89000000e-01  1.78968512e+00  5.89000000e-01  2.48764858e-03 
 5.90000000e-01  1.79995248e+00  5.90000000e-01  1.78987786e+00  5.90000000e-01  2.53425034e-03 
 5.91000000e-01  1.79995376e+00  5.91000000e-01  1.79006665e+00  5.91000000e-01  2.58168482e-03 
 5.92000000e-01  1.79995500e+00  5.92000000e-01  1.79025157e+00  5.92000000e-01  2.62996649e-03 
 5.93000000e-01  1.79995622e+00  5.93000000e-01  1.79043274e+00  5.93000000e-01  2.67911072e-03 
 5.94000000e-01  1.79995741e+00  5.94000000e-01  1.79061024e+00  5.94000000e-01  2.72913626e-03 
 5.95000000e-01  1.79995856e+00  5.95000000e-01  1.79078418e+00  5.95000000e-01  2.78005856e-03 
 5.96000000e-01  1.79995968e+00  5.96000000e-01  1.79095463e+00  5.96000000e-01  2.83189299e-03 
 5.97000000e-01  1.79996077e+00  5.97000000e-01  1.79112169e+00  5.97000000e-01  2.88465939e-03 
 5.98000000e-01  1.79996184e+00  5.98000000e-01  1.79128543e+00  5.98000000e-01  2.93837446e-03 
 5.99000000e-01  1.79996288e+00  5.99000000e-01  1.79144594e+00  5.99000000e-01  2.99305505e-03 
 6.00000000e-01  1.79996389e+00  6.00000000e-01  1.79160331e+00  6.00000000e-01  3.04872151e-03 
 6.01000000e-01  1.79996487e+00  6.01000000e-01  1.79175760e+00  6.01000000e-01  3.10539386e-03 
 6.02000000e-01  1.79996583e+00  6.02000000e-01  1.79190896e+00  6.02000000e-01  3.16308939e-03 
 6.03000000e-01  1.79996676e+00  6.03000000e-01  1.79205711e+00  6.03000000e-01  3.22182740e-03 
 6.04000000e-01  1.79996767e+00  6.04000000e-01  1.79220253e+00  6.04000000e-01  3.28162980e-03 
 6.05000000e-01  1.79996856e+00  6.05000000e-01  1.79234607e+00  6.05000000e-01  3.34251850e-03 
 6.06000000e-01  1.79996942e+00  6.06000000e-01  1.79251447e+00  6.06000000e-01  3.40451207e-03 
 6.07000000e-01  1.79997059e+00  6.07000000e-01  1.79265300e+00  6.07000000e-01  3.46763391e-03 
 6.08000000e-01  1.79997107e+00  6.08000000e-01  1.79277084e+00  6.08000000e-01  3.53190723e-03 
 6.09000000e-01  1.79997186e+00  6.09000000e-01  1.79289604e+00  6.09000000e-01  3.59735309e-03 
 6.10000000e-01  1.79997264e+00  6.10000000e-01  1.79301849e+00  6.10000000e-01  3.66399742e-03 
 6.11000000e-01  1.79997339e+00  6.11000000e-01  1.79314560e+00  6.11000000e-01  3.73186100e-03 
 6.12000000e-01  1.79997412e+00  6.12000000e-01  1.79327031e+00  6.12000000e-01  3.80096989e-03 
 6.13000000e-01  1.79997513e+00  6.13000000e-01  1.79339268e+00  6.13000000e-01  3.87134944e-03 
 6.14000000e-01  1.79997583e+00  6.14000000e-01  1.79351277e+00  6.14000000e-01  3.94302597e-03 
 6.15000000e-01  1.79997651e+00  6.15000000e-01  1.79363061e+00  6.15000000e-01  4.01602684e-03 
 6.16000000e-01  1.79998052e+00  6.16000000e-01  1.79374626e+00  6.16000000e-01  4.09037668e-03 
 6.17000000e-01  1.79997881e+00  6.17000000e-01  1.79385977e+00  6.17000000e-01  4.16610544e-03 
 6.18000000e-01  1.79997945e+00  6.18000000e-01  1.79397118e+00  6.18000000e-01  4.24324005e-03 
 6.19000000e-01  1.79998006e+00  6.19000000e-01  1.79408053e+00  6.19000000e-01  4.32181143e-03 
 6.20000000e-01  1.79998065e+00  6.20000000e-01  1.79418787e+00  6.20000000e-01  4.40184960e-03 
 6.21000000e-01  1.79998122e+00  6.21000000e-01  1.79429324e+00  6.21000000e-01  4.48338445e-03 
 6.22000000e-01  1.79998177e+00  6.22000000e-01  1.79439668e+00  6.22000000e-01  4.56644746e-03 
 6.23000000e-01  1.79998097e+00  6.23000000e-01  1.79449823e+00  6.23000000e-01  4.65107154e-03 
 6.24000000e-01  1.79998150e+00  6.24000000e-01  1.79459792e+00  6.24000000e-01  4.73729093e-03 
 6.25000000e-01  1.79998201e+00  6.25000000e-01  1.79469581e+00  6.25000000e-01  4.82513868e-03 
 6.26000000e-01  1.79998251e+00  6.26000000e-01  1.79479192e+00  6.26000000e-01  4.91465045e-03 
 6.27000000e-01  1.79998299e+00  6.27000000e-01  1.79488629e+00  6.27000000e-01  5.00586335e-03 
 6.28000000e-01  1.79998346e+00  6.28000000e-01  1.79497895e+00  6.28000000e-01  5.09881363e-03 
 6.29000000e-01  1.79998391e+00  6.29000000e-01  1.79506994e+00  6.29000000e-01  5.19353973e-03 
 6.30000000e-01  1.79998436e+00  6.30000000e-01  1.79515929e+00  6.30000000e-01  5.29007936e-03 
 6.31000000e-01  1.79998479e+00  6.31000000e-01  1.79524703e+00  6.31000000e-01  5.38847671e-03 
 6.32000000e-01  1.79998521e+00  6.32000000e-01  1.79533321e+00  6.32000000e-01  5.48876995e-03 
 6.33000000e-01  1.79998562e+00  6.33000000e-01  1.79541784e+00  6.33000000e-01  5.59100384e-03 
 6.34000000e-01  1.79998601e+00  6.34000000e-01  1.79550095e+00  6.34000000e-01  5.69521978e-03 
 6.35000000e-01  1.79998640e+00  6.35000000e-01  1.79558258e+00  6.35000000e-01  5.80146761e-03 
 6.36000000e-01  1.79998677e+00  6.36000000e-01  1.79566276e+00  6.36000000e-01  5.90978836e-03 
 6.37000000e-01  1.79998714e+00  6.37000000e-01  1.79574151e+00  6.37000000e-01  6.02023473e-03 
 6.38000000e-01  1.79998749e+00  6.38000000e-01  1.79581887e+00  6.38000000e-01  6.13285474e-03 
 6.39000000e-01  1.79998783e+00  6.39000000e-01  1.79589485e+00  6.39000000e-01  6.24769801e-03 
 6.40000000e-01  1.79998817e+00  6.40000000e-01  1.79596948e+00  6.40000000e-01  6.36482009e-03 
 6.41000000e-01  1.79998849e+00  6.41000000e-01  1.79604279e+00  6.41000000e-01  6.48427071e-03 
 6.42000000e-01  1.79998881e+00  6.42000000e-01  1.79611481e+00  6.42000000e-01  6.60610986e-03 
 6.43000000e-01  1.79998911e+00  6.43000000e-01  1.79618555e+00  6.43000000e-01  6.73039431e-03 
 6.44000000e-01  1.79998941e+00  6.44000000e-01  1.79625505e+00  6.44000000e-01  6.85718322e-03 
 6.45000000e-01  1.79998970e+00  6.45000000e-01  1.79632333e+00  6.45000000e-01  6.98653703e-03 
 6.46000000e-01  1.79998998e+00  6.46000000e-01  1.79639040e+00  6.46000000e-01  7.11852097e-03 
 6.47000000e-01  1.79999026e+00  6.47000000e-01  1.79645630e+00  6.47000000e-01  7.25319955e-03 
 6.48000000e-01  1.79999086e+00  6.48000000e-01  1.79652104e+00  6.48000000e-01  7.39064241e-03 
 6.49000000e-01  1.79999078e+00  6.49000000e-01  1.79658464e+00  6.49000000e-01  7.53091834e-03 
 6.50000000e-01  1.79999137e+00  6.50000000e-01  1.79664713e+00  6.50000000e-01  7.67409958e-03 
 6.51000000e-01  1.79999127e+00  6.51000000e-01  1.79670853e+00  6.51000000e-01  7.82026114e-03 
 6.52000000e-01  1.79999151e+00  6.52000000e-01  1.79676885e+00  6.52000000e-01  7.96948231e-03 
 6.53000000e-01  1.79999173e+00  6.53000000e-01  1.79682812e+00  6.53000000e-01  8.12184198e-03 
 6.54000000e-01  1.79999196e+00  6.54000000e-01  1.79688636e+00  6.54000000e-01  8.27742623e-03 
 6.55000000e-01  1.79999217e+00  6.55000000e-01  1.79694358e+00  6.55000000e-01  8.43631710e-03 
 6.56000000e-01  1.79999238e+00  6.56000000e-01  1.79699980e+00  6.56000000e-01  8.59860814e-03 
 6.57000000e-01  1.79999259e+00  6.57000000e-01  1.79705503e+00  6.57000000e-01  8.76439189e-03 
 6.58000000e-01  1.79999278e+00  6.58000000e-01  1.79710931e+00  6.58000000e-01  8.93376468e-03 
 6.59000000e-01  1.79999298e+00  6.59000000e-01  1.79716264e+00  6.59000000e-01  9.10682672e-03 
 6.60000000e-01  1.79999316e+00  6.60000000e-01  1.79721504e+00  6.60000000e-01  9.28368374e-03 
 6.61000000e-01  1.79999334e+00  6.61000000e-01  1.79726654e+00  6.61000000e-01  9.46444095e-03 
 6.62000000e-01  1.79999352e+00  6.62000000e-01  1.79731713e+00  6.62000000e-01  9.64921624e-03 
 6.63000000e-01  1.79999369e+00  6.63000000e-01  1.79736685e+00  6.63000000e-01  9.83811994e-03 
 6.64000000e-01  1.79999385e+00  6.64000000e-01  1.79741571e+00  6.64000000e-01  1.00312843e-02 
 6.65000000e-01  1.79999402e+00  6.65000000e-01  1.79746371e+00  6.65000000e-01  1.02288303e-02 
 6.66000000e-01  1.79999417e+00  6.66000000e-01  1.79751088e+00  6.66000000e-01  1.04308938e-02 
 6.67000000e-01  1.79999432e+00  6.67000000e-01  1.79755723e+00  6.67000000e-01  1.06376114e-02 
 6.68000000e-01  1.79999447e+00  6.68000000e-01  1.79760278e+00  6.68000000e-01  1.08491317e-02 
 6.69000000e-01  1.79999461e+00  6.69000000e-01  1.79764754e+00  6.69000000e-01  1.10656053e-02 
 6.70000000e-01  1.79999475e+00  6.70000000e-01  1.79769152e+00  6.70000000e-01  1.12871898e-02 
 6.71000000e-01  1.79999489e+00  6.71000000e-01  1.79773474e+00  6.71000000e-01  1.15140524e-02 
 6.72000000e-01  1.79999502e+00  6.72000000e-01  1.79777720e+00  6.72000000e-01  1.17463679e-02 
 6.73000000e-01  1.79999514e+00  6.73000000e-01  1.79781893e+00  6.73000000e-01  1.19843190e-02 
 6.74000000e-01  1.79999526e+00  6.74000000e-01  1.79785994e+00  6.74000000e-01  1.22280955e-02 
 6.75000000e-01  1.79999538e+00  6.75000000e-01  1.79790023e+00  6.75000000e-01  1.24779022e-02 
 6.76000000e-01  1.79999550e+00  6.76000000e-01  1.79793982e+00  6.76000000e-01  1.27339493e-02 
 6.77000000e-01  1.79999561e+00  6.77000000e-01  1.79797872e+00  6.77000000e-01  1.29964577e-02 
 6.78000000e-01  1.79999572e+00  6.78000000e-01  1.79801695e+00  6.78000000e-01  1.32656657e-02 
 6.79000000e-01  1.79999582e+00  6.79000000e-01  1.79805452e+00  6.79000000e-01  1.35418200e-02 
 6.80000000e-01  1.79999593e+00  6.80000000e-01  1.79809143e+00  6.80000000e-01  1.38251793e-02 
 6.81000000e-01  1.79999603e+00  6.81000000e-01  1.79812770e+00  6.81000000e-01  1.41160251e-02 
 6.82000000e-01  1.79999612e+00  6.82000000e-01  1.79816333e+00  6.82000000e-01  1.44146469e-02 
 6.83000000e-01  1.79999622e+00  6.83000000e-01  1.79819835e+00  6.83000000e-01  1.47213529e-02 
 6.84000000e-01  1.79999631e+00  6.84000000e-01  1.79823277e+00  6.84000000e-01  1.50364751e-02 
 6.85000000e-01  1.79999640e+00  6.85000000e-01  1.79826657e+00  6.85000000e-01  1.53603633e-02 
 6.86000000e-01  1.79999648e+00  6.86000000e-01  1.79829979e+00  6.86000000e-01  1.56933819e-02 
 6.87000000e-01  1.79999657e+00  6.87000000e-01  1.79833243e+00  6.87000000e-01  1.60359389e-02 
 6.88000000e-01  1.79999664e+00  6.88000000e-01  1.79836450e+00  6.88000000e-01  1.63884463e-02 
 6.89000000e-01  1.79999672e+00  6.89000000e-01  1.79839601e+00  6.89000000e-01  1.67513605e-02 
 6.90000000e-01  1.79999680e+00  6.90000000e-01  1.79842697e+00  6.90000000e-01  1.71251601e-02 
 6.91000000e-01  1.79999687e+00  6.91000000e-01  1.79845739e+00  6.91000000e-01  1.75103679e-02 
 6.92000000e-01  1.79999694e+00  6.92000000e-01  1.79848727e+00  6.92000000e-01  1.79075356e-02 
 6.93000000e-01  1.79999701e+00  6.93000000e-01  1.79851663e+00  6.93000000e-01  1.83172672e-02 
 6.94000000e-01  1.79999708e+00  6.94000000e-01  1.79854547e+00  6.94000000e-01  1.87402055e-02 
 6.95000000e-01  1.79999714e+00  6.95000000e-01  1.79857381e+00  6.95000000e-01  1.91770464e-02 
 6.96000000e-01  1.79999720e+00  6.96000000e-01  1.79860165e+00  6.96000000e-01  1.96285477e-02 
 6.97000000e-01  1.79999727e+00  6.97000000e-01  1.79862900e+00  6.97000000e-01  2.00955334e-02 
 6.98000000e-01  1.79999733e+00  6.98000000e-01  1.79865587e+00  6.98000000e-01  2.05788948e-02 
 6.99000000e-01  1.79999738e+00  6.99000000e-01  1.79868226e+00  6.99000000e-01  2.10796029e-02 
 7.00000000e-01  1.79999744e+00  7.00000000e-01  1.79870819e+00  7.00000000e-01  2.15987287e-02 
 7.01000000e-01  1.79999749e+00  7.01000000e-01  1.79873366e+00  7.01000000e-01  2.21374376e-02 
 7.02000000e-01  1.79999755e+00  7.02000000e-01  1.79875868e+00  7.02000000e-01  2.26970299e-02 
 7.03000000e-01  1.79999760e+00  7.03000000e-01  1.79878326e+00  7.03000000e-01  2.32789135e-02 
 7.04000000e-01  1.79999765e+00  7.04000000e-01  1.79880740e+00  7.04000000e-01  2.38846769e-02 
 7.05000000e-01  1.79999769e+00  7.05000000e-01  1.79883111e+00  7.05000000e-01  2.45160734e-02 
 7.06000000e-01  1.79999774e+00  7.06000000e-01  1.79885440e+00  7.06000000e-01  2.51750543e-02 
 7.07000000e-01  1.79999778e+00  7.07000000e-01  1.79887727e+00  7.07000000e-01  2.58638300e-02 
 7.08000000e-01  1.79999783e+00  7.08000000e-01  1.79889974e+00  7.08000000e-01  2.65848738e-02 
 7.09000000e-01  1.79999787e+00  7.09000000e-01  1.79892180e+00  7.09000000e-01  2.73409862e-02 
 7.10000000e-01  1.79999791e+00  7.10000000e-01  1.79894347e+00  7.10000000e-01  2.81353675e-02 
 7.11000000e-01  1.79999795e+00  7.11000000e-01  1.79896475e+00  7.11000000e-01  2.89716677e-02 
 7.12000000e-01  1.79999799e+00  7.12000000e-01  1.79898565e+00  7.12000000e-01  2.98540985e-02 
 7.13000000e-01  1.79999802e+00  7.13000000e-01  1.79900617e+00  7.13000000e-01  3.07875383e-02 
 7.14000000e-01  1.79999806e+00  7.14000000e-01  1.79902633e+00  7.14000000e-01  3.17776844e-02 
 7.15000000e-01  1.79999809e+00  7.15000000e-01  1.79904611e+00  7.15000000e-01  3.28312509e-02 
 7.16000000e-01  1.79999813e+00  7.16000000e-01  1.79906555e+00  7.16000000e-01  3.39561845e-02 
 7.17000000e-01  1.79999816e+00  7.17000000e-01  1.79908462e+00  7.17000000e-01  3.51620352e-02 
 7.18000000e-01  1.79999819e+00  7.18000000e-01  1.79910336e+00  7.18000000e-01  3.64603361e-02 
 7.19000000e-01  1.79999822e+00  7.19000000e-01  1.79912175e+00  7.19000000e-01  3.78652346e-02 
 7.20000000e-01  1.79999825e+00  7.20000000e-01  1.79913981e+00  7.20000000e-01  3.93942364e-02 
 7.21000000e-01  1.79999828e+00  7.21000000e-01  1.79915754e+00  7.21000000e-01  4.10693493e-02 
 7.22000000e-01  1.79999831e+00  7.22000000e-01  1.79917494e+00  7.22000000e-01  4.29187578e-02 
 7.23000000e-01  1.79999834e+00  7.23000000e-01  1.79919203e+00  7.23000000e-01  4.49788959e-02 
 7.24000000e-01  1.79999836e+00  7.24000000e-01  1.79920880e+00  7.24000000e-01  4.72981501e-02 
 7.25000000e-01  1.79999839e+00  7.25000000e-01  1.79922526e+00  7.25000000e-01  4.99418633e-02 
 7.26000000e-01  1.79999841e+00  7.26000000e-01  1.79924142e+00  7.26000000e-01  5.30005449e-02 
 7.27000000e-01  1.79999844e+00  7.27000000e-01  1.79925728e+00  7.27000000e-01  5.66026367e-02 
 7.28000000e-01  1.79999846e+00  7.28000000e-01  1.79927285e+00  7.28000000e-01  6.09353640e-02 
 7.29000000e-01  1.79999848e+00  7.29000000e-01  1.79928812e+00  7.29000000e-01  6.62783513e-02 
 7.30000000e-01  1.79999850e+00  7.30000000e-01  1.79930312e+00  7.30000000e-01  7.30566309e-02 
 7.31000000e-01  1.79999852e+00  7.31000000e-01  1.79931783e+00  7.31000000e-01  8.19157626e-02 
 7.32000000e-01  1.79999855e+00  7.32000000e-01  1.79933227e+00  7.32000000e-01  9.37958873e-02 
 7.33000000e-01  1.79999857e+00  7.33000000e-01  1.79934644e+00  7.33000000e-01  1.09909290e-01 
 7.34000000e-01  1.79999858e+00  7.34000000e-01  1.79936034e+00  7.34000000e-01  1.31459226e-01 
