 v-sweep         v(Vout)        
 0.00000000e+00  0.00000000e+00 
 1.00000000e-02  5.01069063e-03 
 2.00000000e-02  1.00213813e-02 
 3.00000000e-02  1.50320719e-02 
 4.00000000e-02  2.00427625e-02 
 5.00000000e-02  2.50534532e-02 
 6.00000000e-02  3.00641438e-02 
 7.00000000e-02  3.50748344e-02 
 8.00000000e-02  4.00855250e-02 
 9.00000000e-02  4.50962157e-02 
 1.00000000e-01  5.01069063e-02 
 1.10000000e-01  5.51175969e-02 
 1.20000000e-01  6.01282876e-02 
 1.30000000e-01  6.51389782e-02 
 1.40000000e-01  7.01496688e-02 
 1.50000000e-01  7.51603595e-02 
 1.60000000e-01  8.01710501e-02 
 1.70000000e-01  8.51817407e-02 
 1.80000000e-01  9.01924313e-02 
 1.90000000e-01  9.52031220e-02 
 2.00000000e-01  1.00213813e-01 
 2.10000000e-01  1.05224503e-01 
 2.20000000e-01  1.10235194e-01 
 2.30000000e-01  1.15245884e-01 
 2.40000000e-01  1.20256575e-01 
 2.50000000e-01  1.25267266e-01 
 2.60000000e-01  1.30277956e-01 
 2.70000000e-01  1.35288647e-01 
 2.80000000e-01  1.40299338e-01 
 2.90000000e-01  1.45310028e-01 
 3.00000000e-01  1.50320719e-01 
 3.10000000e-01  1.55331410e-01 
 3.20000000e-01  1.60342100e-01 
 3.30000000e-01  1.65352791e-01 
 3.40000000e-01  1.70363481e-01 
 3.50000000e-01  1.75374172e-01 
 3.60000000e-01  1.80384863e-01 
 3.70000000e-01  1.85395553e-01 
 3.80000000e-01  1.90406244e-01 
 3.90000000e-01  1.95416935e-01 
 4.00000000e-01  2.00427625e-01 
 4.10000000e-01  2.05438316e-01 
 4.20000000e-01  2.10449006e-01 
 4.30000000e-01  2.15459697e-01 
 4.40000000e-01  2.20470388e-01 
 4.50000000e-01  2.25481078e-01 
 4.60000000e-01  2.30491769e-01 
 4.70000000e-01  2.35502460e-01 
 4.80000000e-01  2.40513150e-01 
 4.90000000e-01  2.45523841e-01 
 5.00000000e-01  2.50534532e-01 
 5.10000000e-01  2.55545222e-01 
 5.20000000e-01  2.60555913e-01 
 5.30000000e-01  2.65566603e-01 
 5.40000000e-01  2.70577294e-01 
 5.50000000e-01  2.75587985e-01 
 5.60000000e-01  2.80598675e-01 
 5.70000000e-01  2.85609366e-01 
 5.80000000e-01  2.90620057e-01 
 5.90000000e-01  2.95630747e-01 
 6.00000000e-01  3.00641438e-01 
 6.10000000e-01  3.05652128e-01 
 6.20000000e-01  3.10662819e-01 
 6.30000000e-01  3.15673510e-01 
 6.40000000e-01  3.20684200e-01 
 6.50000000e-01  3.25694891e-01 
 6.60000000e-01  3.30705582e-01 
 6.70000000e-01  3.35716272e-01 
 6.80000000e-01  3.40726963e-01 
 6.90000000e-01  3.45737653e-01 
 7.00000000e-01  3.50748344e-01 
 7.10000000e-01  3.55759035e-01 
 7.20000000e-01  3.60769725e-01 
 7.30000000e-01  3.65780416e-01 
 7.40000000e-01  3.70791107e-01 
 7.50000000e-01  3.75801797e-01 
 7.60000000e-01  3.80812488e-01 
 7.70000000e-01  3.85823179e-01 
 7.80000000e-01  3.90833869e-01 
 7.90000000e-01  3.95844560e-01 
 8.00000000e-01  4.00855250e-01 
 8.10000000e-01  4.05865941e-01 
 8.20000000e-01  4.10876632e-01 
 8.30000000e-01  4.15887322e-01 
 8.40000000e-01  4.20898013e-01 
 8.50000000e-01  4.25908704e-01 
 8.60000000e-01  4.30919394e-01 
 8.70000000e-01  4.35930085e-01 
 8.80000000e-01  4.40940775e-01 
 8.90000000e-01  4.45951466e-01 
 9.00000000e-01  4.50962157e-01 
 9.10000000e-01  4.55972847e-01 
 9.20000000e-01  4.60983538e-01 
 9.30000000e-01  4.65994229e-01 
 9.40000000e-01  4.71004919e-01 
 9.50000000e-01  4.76015610e-01 
 9.60000000e-01  4.81026300e-01 
 9.70000000e-01  4.86036991e-01 
 9.80000000e-01  4.91047682e-01 
 9.90000000e-01  4.96058372e-01 
 1.00000000e+00  5.01069063e-01 
