 v-sweep         v(Vout)        
 0.00000000e+00  0.00000000e+00 
 1.00000000e-02  5.00151724e-03 
 2.00000000e-02  1.00030345e-02 
 3.00000000e-02  1.50045517e-02 
 4.00000000e-02  2.00060689e-02 
 5.00000000e-02  2.50075862e-02 
 6.00000000e-02  3.00091034e-02 
 7.00000000e-02  3.50106207e-02 
 8.00000000e-02  4.00121379e-02 
 9.00000000e-02  4.50136551e-02 
 1.00000000e-01  5.00151724e-02 
 1.10000000e-01  5.50166896e-02 
 1.20000000e-01  6.00182068e-02 
 1.30000000e-01  6.50197241e-02 
 1.40000000e-01  7.00212413e-02 
 1.50000000e-01  7.50227585e-02 
 1.60000000e-01  8.00242758e-02 
 1.70000000e-01  8.50257930e-02 
 1.80000000e-01  9.00273102e-02 
 1.90000000e-01  9.50288275e-02 
 2.00000000e-01  1.00030345e-01 
 2.10000000e-01  1.05031862e-01 
 2.20000000e-01  1.10033379e-01 
 2.30000000e-01  1.15034896e-01 
 2.40000000e-01  1.20036414e-01 
 2.50000000e-01  1.25037931e-01 
 2.60000000e-01  1.30039448e-01 
 2.70000000e-01  1.35040965e-01 
 2.80000000e-01  1.40042483e-01 
 2.90000000e-01  1.45044000e-01 
 3.00000000e-01  1.50045517e-01 
 3.10000000e-01  1.55047034e-01 
 3.20000000e-01  1.60048552e-01 
 3.30000000e-01  1.65050069e-01 
 3.40000000e-01  1.70051586e-01 
 3.50000000e-01  1.75053103e-01 
 3.60000000e-01  1.80054620e-01 
 3.70000000e-01  1.85056138e-01 
 3.80000000e-01  1.90057655e-01 
 3.90000000e-01  1.95059172e-01 
 4.00000000e-01  2.00060689e-01 
 4.10000000e-01  2.05062207e-01 
 4.20000000e-01  2.10063724e-01 
 4.30000000e-01  2.15065241e-01 
 4.40000000e-01  2.20066758e-01 
 4.50000000e-01  2.25068276e-01 
 4.60000000e-01  2.30069793e-01 
 4.70000000e-01  2.35071310e-01 
 4.80000000e-01  2.40072827e-01 
 4.90000000e-01  2.45074345e-01 
 5.00000000e-01  2.50075862e-01 
 5.10000000e-01  2.55077379e-01 
 5.20000000e-01  2.60078896e-01 
 5.30000000e-01  2.65080413e-01 
 5.40000000e-01  2.70081931e-01 
 5.50000000e-01  2.75083448e-01 
 5.60000000e-01  2.80084965e-01 
 5.70000000e-01  2.85086482e-01 
 5.80000000e-01  2.90088000e-01 
 5.90000000e-01  2.95089517e-01 
 6.00000000e-01  3.00091034e-01 
 6.10000000e-01  3.05092551e-01 
 6.20000000e-01  3.10094069e-01 
 6.30000000e-01  3.15095586e-01 
 6.40000000e-01  3.20097103e-01 
 6.50000000e-01  3.25098620e-01 
 6.60000000e-01  3.30100138e-01 
 6.70000000e-01  3.35101655e-01 
 6.80000000e-01  3.40103172e-01 
 6.90000000e-01  3.45104689e-01 
 7.00000000e-01  3.50106207e-01 
 7.10000000e-01  3.55107724e-01 
 7.20000000e-01  3.60109241e-01 
 7.30000000e-01  3.65110758e-01 
 7.40000000e-01  3.70112275e-01 
 7.50000000e-01  3.75113793e-01 
 7.60000000e-01  3.80115310e-01 
 7.70000000e-01  3.85116827e-01 
 7.80000000e-01  3.90118344e-01 
 7.90000000e-01  3.95119862e-01 
 8.00000000e-01  4.00121379e-01 
 8.10000000e-01  4.05122896e-01 
 8.20000000e-01  4.10124413e-01 
 8.30000000e-01  4.15125931e-01 
 8.40000000e-01  4.20127448e-01 
 8.50000000e-01  4.25128965e-01 
 8.60000000e-01  4.30130482e-01 
 8.70000000e-01  4.35132000e-01 
 8.80000000e-01  4.40133517e-01 
 8.90000000e-01  4.45135034e-01 
 9.00000000e-01  4.50136551e-01 
 9.10000000e-01  4.55138068e-01 
 9.20000000e-01  4.60139586e-01 
 9.30000000e-01  4.65141103e-01 
 9.40000000e-01  4.70142620e-01 
 9.50000000e-01  4.75144137e-01 
 9.60000000e-01  4.80145655e-01 
 9.70000000e-01  4.85147172e-01 
 9.80000000e-01  4.90148689e-01 
 9.90000000e-01  4.95150206e-01 
 1.00000000e+00  5.00151724e-01 
